Time;FailureMean;FailureMean+Sqrt(Var);AnalyticalMean;AnalyticalMean+sqrt(Var);;;Parameters:;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,87;4420,07;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
6,5;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,88;4420,08;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,89;4420,09;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,9;4420,1;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
;4371,91;4420,09;4413,41;4463,06;;;;
